No.;Tahun;Jenis Hutan;Nama PBPH;Luas PBPH;Target Produksi RKTPH Murni Luas (Ha);Target Produksi RKTPH Murni Volume (M3);Target Produksi RKTPH Carry Over Luas (Ha);Target Produksi RKTPH Carry Over Volume (M3);Target Produksi RKTPH Jumlah Luas (Ha);Target Produksi RKTPH Jumlah Volume (M3);Realisasi Produksi RKTPH Alam Volume (M3);Realisasi Produksi RKTPH Tanaman Volume (M3);Realisasi Produksi RKTPH Jumlah Volume (M3);Prosentase;Keterangan
309;2024;Hutan Tanaman;PT. Mahakarya Perdana Gemilang Unit I;22.305,00;4.263,10;117.500,40;0;0;4.263,10;117.500,40;0;0;0;0%;Memiliki RKT
310;2024;Hutan Tanaman;PT. Narkata Rimba;65.925,00;1.306,20;9.100,92;180,52;1.084,93;1.486,72;10.185,85;0;0;0;0,00%;Memiliki RKT
311;2024;Hutan Tanaman;PT. Panambangan;43.240,00;3.408,67;7.949,85;0;0;3.408,67;7.949,85;1.251,00;0;1.251,00;15,74%;Memiliki RKT
312;2024;Hutan Tanaman;PT. Restorasi Habitat Orangutan Indonesia;86.450,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
313;2024;Hutan Tanaman;PT. Seroja Universum Narwastu;36.500,00;1.045,00;45.130,50;0;0;1.045,00;45.130,50;0;0;0;0,00%;Memiliki RKT
314;2024;Hutan Tanaman;PT. Sumalindo Lestari Jaya IV;63.550,00;2.155,04;73.171,39;0;2.680,81;2.155,04;75.852,20;3.559,23;0;3.559,23;4,69%;Memiliki RKT
315;2024;Hutan Tanaman;PT. Mutiara Kalja Permai;65.875,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
316;2024;Hutan Tanaman;PT. Mutiara Kalja Permai Unit I (d.h. Wana Rimba Kencana);75.120,00;2.395,00;44.407,05;1.552,00;20.044,21;3.947,00;64.451,26;5.700,65;0;5.700,65;8,84%;Memiliki RKT
317;2024;Hutan Tanaman;PT. Triwiraasta Bharata;47.155,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
318;2024;Hutan Tanaman;PT. Balikpapan Wana Lestari;140.845,00;2.932,00;37.894,55;1.523,00;15.500,90;4.455,00;53.395,45;0;0;0;0,00%;Memiliki RKT
319;2024;Hutan Tanaman;PT. Daya Maju Lestari;54.405,00;947,2;113.664,00;0;0;947,2;113.664,00;0;0;0;0,00%;Memiliki RKT
320;2024;Hutan Tanaman;PT. Gunung Gajah Abadi;74.851,55;1.850,00;88.468,03;0;0;1.850,00;88.468,03;0;0;0;0,00%;Memiliki RKT
321;2024;Hutan Tanaman;PT. Oceanias Timber Products;67.030,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
322;2024;Hutan Tanaman;PT. Segara Indochem;85.725,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
323;2024;Hutan Tanaman;PT. Greaty Sukses Abadi;16.865,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
324;2024;Hutan Tanaman;PT. Kiani Lestari;134.950,00;0;0;0;0;0;0;208,88;0;208,88;0%;Tidak Memiliki RKT
325;2024;Hutan Tanaman;PT. Hutan Orangutan Perlindungan Ekosistem;49.999,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
326;2024;Hutan Tanaman;PT. Hutan Orangutan Perlindungan Ekosistem Unit 2;49.910,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
327;2024;Hutan Tanaman;PT. Aditya Kirana Makmur;42.700,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
328;2024;Hutan Tanaman;PT. Aquila Silva;55.300,00;1.700,00;15.330,96;0;0;1.700,00;15.330,96;0;0;0;0,00%;Memiliki RKT
329;2024;Hutan Tanaman;PT. Ratah Timber;93.425,00;1.677,95;42.630,40;0;0;1.677,95;42.630,40;0;0;0;0,00%;Memiliki RKT
330;2024;Hutan Tanaman;PT. ITCI Kartika Utama (ITCIKU);174.772,64;3.046,50;30.335,18;1.787,26;32.061,16;4.833,76;62.396,34;0;0;0;0,00%;Memiliki RKT
331;2024;Hutan Tanaman;PT. Timberdana;74.580,00;2.045,00;33.619,55;0;0;2.045,00;33.619,55;0;0;0;0,00%;Memiliki RKT
332;2024;Hutan Tanaman;PT. Sumalindo Lestari Jaya II;267.600,00;0;0;0;0;0;0;0;0;0;0%;Memiliki RKT
333;2024;Hutan Tanaman;PT. Rizki Kacida Reana;55.150,00;1.296,00;45.490,07;0;0;1.296,00;45.490,07;0;0;0;0,00%;Memiliki RKT
334;2025;Hutan Alam;PT. Delonix Agro Prima;19.250,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
335;2025;Hutan Alam;PT. Belantara Subur;16.475,00;378,33;34.005,90;0;0;378,33;34.005,90;0;0;0;0,00%;Memiliki RKT
336;2025;Hutan Alam;PT. Belantara Pusaka;15.610,00;2.749,00;34.415,03;2.127,00;22.422,50;4.876,00;56.837,53;0;0;0;0,00%;Memiliki RKT
337;2025;Hutan Alam;PT. Belantara Persada;17.150,00;3.093,76;45.434,87;0;0;3.093,76;45.434,87;0;0;0;0,00%;Memiliki RKT
338;2025;Hutan Alam;PT. Acacia Andalan Utama;38.879,70;3.630,46;330.452,82;689,51;50.295,52;4.319,97;380.748,34;0;64.928,58;64.928,58;17,05%;Memiliki RKT
339;2025;Hutan Alam;PT. Multi Kusuma Cemerlang;18.045,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
340;2025;Hutan Alam;PT. Acacia Andalan Utama II;21.965,00;0;0;0;0;0;0;0;0;0;0%;Memiliki RKT
341;2025;Hutan Alam;PT. Cahaya Mitra Wiratama;18.290,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
342;2025;Hutan Alam;PT. Dharma Hutani Makmur;28.950,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
343;2025;Hutan Alam;PT. Sumalindo Hutani Jaya I;10.976,40;1.042,29;31.487,05;0;0;1.042,29;31.487,05;0;0;0;0,00%;Memiliki RKT
344;2025;Hutan Alam;PT. Tanjung Redeb Hutani;185.840,00;16.989,24;553.998,86;0;0;16.989,24;553.998,86;0;4.332,96;4.332,96;0,78%;Memiliki RKT
345;2025;Hutan Alam;PT. Sumalindo Hutani Jaya II;54.490,00;2.869,88;133.506,26;407,02;31.900,19;3.276,90;165.406,45;0;0;0;0,00%;Memiliki RKT
346;2025;Hutan Alam;PT. Wahana Subur Persada;41.735,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
347;2025;Hutan Alam;PT. Mahakam Persada Sakti;25.410,00;1.989,75;142.046,21;0;0,00;1.989,75;142.046,21;0;16.644,90;16.644,90;11,72%;Memiliki RKT
348;2025;Hutan Alam;PT. Silva Rimba Lestari;88.000,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
349;2025;Hutan Alam;PT. Kelawit Wanalestari II;26.565,00;0;0;0;0;0;0;0;0;0;0%;Memiliki RKT
350;2025;Hutan Alam;PT. Swadaya Perkasa;17.925,00;1.697,00;37.815,20;1.797,00;45.363,31;3.494,00;83.178,51;1.679,23;0;1.679,23;2,02%;Memiliki RKT
351;2025;Hutan Alam;PT. Indosubur Sukses Makmur;28.655,00;5.817,96;188.510,24;0;0;5.817,96;188.510,24;0;0;0;0,00%;Memiliki RKT
352;2025;Hutan Alam;PT. Taman Daulat Wananusa;13.400,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
353;2025;Hutan Alam;PT. Kelawit Hutani Lestari;9.755,00;0;0;0;0;0;0;0;0;0;0%;Memiliki RKT
354;2025;Hutan Alam;PT. Fajar Surya Swadaya;56.211,75;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
355;2025;Hutan Alam;PT. Sylvaduta Corporation;42.635,00;4.480,36;3.168,67;3.807,42;1.983,90;8.287,78;5.152,57;0;0;0;0,00%;Memiliki RKT
356;2025;Hutan Alam;PT. Diva Perdana Pesona;29.485,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
357;2025;Hutan Alam;PT. Hutan Berau Lestari;12.002,00;2.763,99;123.165,52;0;0;2.763,99;123.165,52;6.085,67;0;6.085,67;4,94%;Memiliki RKT
358;2025;Hutan Alam;PT. Hanujaya Hutanindo;13.900,00;0;0;1.381,92;4.393,37;1.381,92;4.393,37;0;0;0;0,00%;Memiliki RKT
359;2025;Hutan Alam;PT. Silva Selaras Utama;35.640,00;4.489,23;111.074,17;5.188,80;126.923,08;9.678,03;237.997,25;0;0;0;0,00%;Memiliki RKT
360;2025;Hutan Alam;PT. Hutan Mahligai;11.275,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
361;2025;Hutan Alam;PT. Bhinneka Wana;9.945,00;0;0;0;0;0;0;0;0;0;0%;Memiliki RKT
362;2025;Hutan Alam;PT. Wana Kaltim Lestari;15.825,21;611;7.006,48;544,84;3.139,28;1.155,84;10.145,76;1.073,08;0;1.073,08;10,58%;Memiliki RKT
363;2025;Hutan Alam;PT. ITCI Hutani Manunggal;112.868,00;7.385,92;756.043,65;3.098,61;381.113,43;10.484,53;1.137.157,08;0;149.539,95;149.539,95;13,15%;Memiliki RKT
364;2025;Hutan Alam;PT. Rimba Raya Lestari;17.330,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
365;2025;Hutan Alam;PT. Sendawar Adhi Karya;25.400,00;2.830,13;38.201,06;1.730,55;33.938,08;4.560,68;72.139,14;8.434,02;0;8.434,02;11,69%;Memiliki RKT
366;2025;Hutan Alam;PT. Permata Borneo Abadi;49.297,08;6.979,45;385.681,21;106,33;11.841,40;7.085,78;397.522,61;0;27.791,23;27.791,23;6,99%;Memiliki RKT
367;2025;Hutan Alam;PT. Santan Borneo Abadi;37.825,00;2.075,48;67.784,00;508,56;20.936,00;2.584,04;88.720,00;0;3.038,88;3.038,88;3,43%;Memiliki RKT
368;2025;Hutan Alam;PT. Oceanias Timber Products;16.600,00;2.390,35;9.499,32;1.564,25;3.623,27;3.954,60;13.122,59;0;0;0;0,00%;Memiliki RKT
369;2025;Hutan Alam;PT. Puji Sempurna Raharja;8.100,00;1.000,00;15.002,06;399,06;2.191,76;1.399,06;17.193,82;0;351,14;351,14;2,04%;Memiliki RKT
370;2025;Hutan Alam;PT. Borneo Kutai Lestari;13.240,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
371;2025;Hutan Alam;PT. Inhutani I Unit Long Nah;48.215,00;3.329,20;182.881,96;1.077,94;39.686,15;4.407,14;222.568,11;0;20.331,39;20.331,39;9,13%;Memiliki RKT
372;2025;Hutan Alam;PT. Mitra Mulia Mahakam;10.350,00;1.080,38;11.400,68;0;0;1.080,38;11.400,68;0;0;0;0,00%;Memiliki RKT
373;2025;Hutan Alam;PT. Inhutani I (Unit Tanah Grogot);13.595,00;290,69;13.226,46;0;0;290,69;13.226,46;0;0;0;0,00%;Memiliki RKT
374;2025;Hutan Alam;PT. Bakayan Jaya Abadi;9.055,00;0;0;2.594,11;244.847,00;2.594,11;244.847,00;0;26.087,06;26.087,06;10,65%;Memiliki RKT
375;2025;Hutan Alam;PT. Sumalindo Alam Lestari Unit I;32.550,00;1.258,25;24.075,81;2.000,67;126.210,67;3.258,92;150.286,48;0;63.858,79;63.858,79;42,49%;Memiliki RKT
376;2025;Hutan Alam;PT. Sumalindo Alam Lestari Unit II;24.500,00;1.306,67;2.607,18;2.302,24;148.355,47;3.608,91;150.962,65;0;0;0;0,00%;Memiliki RKT
377;2025;Hutan Alam;PT. Permata Hijau Khatulistiwa;26.345,00;3.351,09;237.972,66;278,8;16.595,00;3.629,89;254.567,66;0;32.187,37;32.187,37;12,64%;Memiliki RKT
378;2025;Hutan Alam;PT. Hutan Kusuma;14.235,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
379;2025;Hutan Alam;PT. Surya Hutani Jaya;153.875,00;17.794,76;915.495,33;6.157,46;394.418,25;23.952,22;1.309.913,58;0;186.015,59;186.015,59;14,20%;Memiliki RKT
380;2025;Hutan Alam;PT. Jaya Bumi Paser;23.529,29;119.988,00;4.005,62;0;0;119.988,00;4.005,62;0;0;0;0,00%;Memiliki RKT
381;2025;Hutan Alam;PT. Akandra Hijau Lestari;17.835,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
382;2025;Hutan Alam;PT. Inhutani I Unit Batu Ampar - Mentawir;15.365,00;0;0;0;0;0;0;0;0;0;0%;Memiliki RKT
383;2025;Hutan Alam;PT. Kelawit Wanalestari I;17.850,00;0;0;282,72;31.642,61;282,72;31.642,61;0;0;0;0,00%;Memiliki RKT
384;2025;Hutan Tanaman;PT. Delonix Agro Prima;19.250,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
385;2025;Hutan Tanaman;PT. Belantara Subur;16.475,00;378,33;34.005,90;0;0;378,33;34.005,90;0;0;0;0,00%;Memiliki RKT
386;2025;Hutan Tanaman;PT. Belantara Pusaka;15.610,00;2.749,00;34.415,03;2.127,00;22.422,50;4.876,00;56.837,53;0;0;0;0,00%;Memiliki RKT
387;2025;Hutan Tanaman;PT. Belantara Persada;17.150,00;3.093,76;45.434,87;0;0;3.093,76;45.434,87;0;0;0;0,00%;Memiliki RKT
388;2025;Hutan Tanaman;PT. Acacia Andalan Utama;38.879,70;3.630,46;330.452,82;689,51;50.295,52;4.319,97;380.748,34;0;64.928,58;64.928,58;17,05%;Memiliki RKT
389;2025;Hutan Tanaman;PT. Multi Kusuma Cemerlang;18.045,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
390;2025;Hutan Tanaman;PT. Acacia Andalan Utama II;21.965,00;0;0;0;0;0;0;0;0;0;0%;Memiliki RKT
391;2025;Hutan Tanaman;PT. Cahaya Mitra Wiratama;18.290,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
392;2025;Hutan Tanaman;PT. Dharma Hutani Makmur;28.950,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
393;2025;Hutan Tanaman;PT. Sumalindo Hutani Jaya I;10.976,40;1.042,29;31.487,05;0;0;1.042,29;31.487,05;0;0;0;0,00%;Memiliki RKT
394;2025;Hutan Tanaman;PT. Tanjung Redeb Hutani;185.840,00;16.989,24;553.998,86;0;0;16.989,24;553.998,86;0;4.332,96;4.332,96;0,78%;Memiliki RKT
395;2025;Hutan Tanaman;PT. Sumalindo Hutani Jaya II;54.490,00;2.869,88;133.506,26;407,02;31.900,19;3.276,90;165.406,45;0;0;0;0,00%;Memiliki RKT
396;2025;Hutan Tanaman;PT. Wahana Subur Persada;41.735,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
397;2025;Hutan Tanaman;PT. Mahakam Persada Sakti;25.410,00;1.989,75;142.046,21;0;0;1.989,75;142.046,21;0;16.644,90;16.644,90;11,72%;Memiliki RKT
398;2025;Hutan Tanaman;PT. Silva Rimba Lestari;88.000,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
399;2025;Hutan Tanaman;PT. Kelawit Wanalestari II;26.565,00;0;0;0;0;0;0;0;0;0;0%;Memiliki RKT
400;2025;Hutan Tanaman;PT. Swadaya Perkasa;17.925,00;1.697,00;37.815,20;1.797,00;45.363,31;3.494,00;83.178,51;1.679,23;0;1.679,23;2,02%;Memiliki RKT
401;2025;Hutan Tanaman;PT. Indosubur Sukses Makmur;28.655,00;5.817,96;188.510,24;0;0;5.817,96;188.510,24;0;0;0;0,00%;Memiliki RKT
402;2025;Hutan Tanaman;PT. Taman Daulat Wananusa;13.400,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
403;2025;Hutan Tanaman;PT. Kelawit Hutani Lestari;9.755,00;0;0;0;0;0;0;0;0;0;0%;Memiliki RKT
404;2025;Hutan Tanaman;PT. Fajar Surya Swadaya;56.211,75;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
405;2025;Hutan Tanaman;PT. Sylvaduta Corporation;42.635,00;4.480,36;3.168,67;3.807,42;1.983,90;8.287,78;5.152,57;0;0;0;0,00%;Memiliki RKT
406;2025;Hutan Tanaman;PT. Diva Perdana Pesona;29.485,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
407;2025;Hutan Tanaman;PT. Hutan Berau Lestari;12.002,00;2.763,99;123.165,52;0;0;2.763,99;123.165,52;6.085,67;0;6.085,67;4,94%;Memiliki RKT
408;2025;Hutan Tanaman;PT. Hanujaya Hutanindo;13.900,00;0;0;1.381,92;4.393,37;1.381,92;4.393,37;0;0;0;0,00%;Memiliki RKT
409;2025;Hutan Tanaman;PT. Silva Selaras Utama;35.640,00;4.489,23;111.074,17;5.188,80;126.923,08;9.678,03;237.997,25;0;0;0;0,00%;Memiliki RKT
410;2025;Hutan Tanaman;PT. Hutan Mahligai;11.275,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
411;2025;Hutan Tanaman;PT. Bhinneka Wana;9.945,00;0;0;0;0;0;0;0;0;0;0%;Memiliki RKT
412;2025;Hutan Tanaman;PT. Wana Kaltim Lestari;15.825,21;611;7.006,48;544,84;3.139,28;1.155,84;10.145,76;1.073,08;0;1.073,08;10,58%;Memiliki RKT
413;2025;Hutan Tanaman;PT. ITCI Hutani Manunggal;112.868,00;7.385,92;756.043,65;3.098,61;381.113,43;10.484,53;1.137.157,08;0;149.539,95;149.539,95;13,15%;Memiliki RKT
414;2025;Hutan Tanaman;PT. Rimba Raya Lestari;17.330,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
415;2025;Hutan Tanaman;PT. Sendawar Adhi Karya;25.400,00;2.830,13;38.201,06;1.730,55;33.938,08;4.560,68;72.139,14;8.434,02;0;8.434,02;11,69%;Memiliki RKT
416;2025;Hutan Tanaman;PT. Permata Borneo Abadi;49.297,08;6.979,45;385.681,21;106,33;11.841,40;7.085,78;397.522,61;0;27.791,23;27.791,23;6,99%;Memiliki RKT
417;2025;Hutan Tanaman;PT. Santan Borneo Abadi;37.825,00;2.075,48;67.784,00;508,56;20.936,00;2.584,04;88.720,00;0;3.038,88;3.038,88;3,43%;Memiliki RKT
418;2025;Hutan Tanaman;PT. Oceanias Timber Products;16.600,00;2.390,35;9.499,32;1.564,25;3.623,27;3.954,60;13.122,59;0;0;0;0,00%;Memiliki RKT
419;2025;Hutan Tanaman;PT. Puji Sempurna Raharja;8.100,00;1.000,00;15.002,06;399,06;2.191,76;1.399,06;17.193,82;0;351,14;351,14;2,04%;Memiliki RKT
420;2025;Hutan Tanaman;PT. Borneo Kutai Lestari;13.240,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
421;2025;Hutan Tanaman;PT. Inhutani I Unit Long Nah;48.215,00;3.329,20;182.881,96;1.077,94;39.686,15;4.407,14;222.568,11;0;20.331,39;20.331,39;9,13%;Memiliki RKT
422;2025;Hutan Tanaman;PT. Mitra Mulia Mahakam;10.350,00;1.080,38;11.400,68;0;0;1.080,38;11.400,68;0;0;0;0,00%;Memiliki RKT
423;2025;Hutan Tanaman;PT. Inhutani I (Unit Tanah Grogot);13.595,00;290,69;13.226,46;0;0;290,69;13.226,46;0;0;0;0,00%;Memiliki RKT
424;2025;Hutan Tanaman;PT. Bakayan Jaya Abadi;9.055,00;0;0;2.594,11;244.847,00;2.594,11;244.847,00;0;26.087,06;26.087,06;10,65%;Memiliki RKT
425;2025;Hutan Tanaman;PT. Sumalindo Alam Lestari Unit I;32.550,00;1.258,25;24.075,81;2.000,67;126.210,67;3.258,92;150.286,48;0;63.858,79;63.858,79;42,49%;Memiliki RKT
426;2025;Hutan Tanaman;PT. Sumalindo Alam Lestari Unit II;24.500,00;1.306,67;2.607,18;2.302,24;148.355,47;3.608,91;150.962,65;0;0;0;0,00%;Memiliki RKT
427;2025;Hutan Tanaman;PT. Permata Hijau Khatulistiwa;26.345,00;3.351,09;237.972,66;278,8;16.595,00;3.629,89;254.567,66;0;32.187,37;32.187,37;12,64%;Memiliki RKT
428;2025;Hutan Tanaman;PT. Hutan Kusuma;14.235,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
429;2025;Hutan Tanaman;PT. Surya Hutani Jaya;153.875,00;17.794,76;915.495,33;6.157,46;394.418,25;23.952,22;1.309.913,58;0;186.015,59;186.015,59;14,20%;Memiliki RKT
430;2025;Hutan Tanaman;PT. Jaya Bumi Paser;23.529,29;119.988,00;4.005,62;0;0;119.988,00;4.005,62;0;0;0;0,00%;Memiliki RKT
431;2025;Hutan Tanaman;PT. Akandra Hijau Lestari;17.835,00;0;0;0;0;0;0;0;0;0;0%;Tidak Memiliki RKT
432;2025;Hutan Tanaman;PT. Inhutani I Unit Batu Ampar - Mentawir;15.365,00;0;0;0;0;0;0;0;0;0;0%;Memiliki RKT
433;2025;Hutan Tanaman;PT. Kelawit Wanalestari I;17.850,00;0;0;282,72;31.642,61;282,72;31.642,61;0;0;0;0,00%;Memiliki RKT
